FID,TYPE,CITY,STATE,ZIP,LATITUDE,LONGITUDE
6344,Self-Service,Deland,FL,32720,29.043059999999997,-81.324567
6345,Self-Service,Greer,SC,29651,34.892914000000005,-82.212829
6346,Self-Service,Asheville,NC,28803,35.533993,-82.526698
6347,Self-Service,Taylors,SC,29687,34.915477,-82.319135
6348,Self-Service,Jacksonville,FL,32223,30.142476000000002,-81.63246
6349,Self-Service,Asheville,NC,28804,35.623810999999996,-82.554487
6350,Self-Service,Jacksonville,FL,32216,30.291078000000002,-81.584471
6351,Self-Service,Deland,FL,32724,29.054747999999996,-81.299116
6352,Authorized Ship Center,Simpsonville,SC,29680,34.713889,-82.25533399999999
6353,Self-Service,Jacksonville,FL,32223,30.146110999999998,-81.63272099999999
6354,Self-Service,Jacksonville,FL,32216,30.291078000000002,-81.584471
6355,Self-Service,Deland,FL,32720,29.030064000000003,-81.307642
6356,Self-Service,Fountain Inn,SC,29644,34.682726,-82.198817
6357,Self-Service,Asheville,NC,28801,35.609656,-82.56828
6358,Self-Service,Jacksonville,FL,32216,30.251414,-81.592239
6359,Self-Service,Jacksonville,FL,32223,30.153808,-81.632513
6360,Self-Service,Deland,FL,32724,29.033896000000002,-81.30354100000001
6361,Self-Service,Simpsonville,SC,29680,34.715829,-82.255903
6362,Self-Service,Asheville,NC,28804,35.623279,-82.539725
6363,Authorized Ship Center,Jacksonville,FL,32223,30.167839,-81.631376
6364,Self-Service,Deland,FL,32720,29.029025,-81.303966
6365,Authorized Ship Center,Greenville,SC,29615,34.853163,-82.232598
6366,Self-Service,Jacksonville,FL,32216,30.256524,-81.555058
6367,Self-Service,Asheville,NC,28801,35.597143,-82.560008
6368,Self-Service,Deland,FL,32724,29.028074,-81.303184
6369,Self-Service,Greenville,SC,29615,34.853752,-82.242335
6370,Self-Service,Jacksonville,FL,32223,30.167963,-81.63099799999999
6371,Self-Service,Deland,FL,32724,29.02807,-81.29799
6372,Authorized Ship Center,Greer,SC,29650,34.871461,-82.255085
6373,Self-Service,Jacksonville,FL,32256,30.248959000000003,-81.584528
6374,Self-Service,Asheville,NC,28801,35.601545,-82.552242
6375,Self-Service,Deland,FL,32720,28.98197,-81.299315
6376,Self-Service,Jacksonville,FL,32256,30.248065999999998,-81.581876
6377,Self-Service,Greenville,SC,29615,34.855369,-82.24810699999999
6378,Self-Service,Asheville,NC,28801,35.601496999999995,-82.549887
6379,Self-Service,Jacksonville,FL,32223,30.168674,-81.630476
6380,Self-Service,Greenville,SC,29615,34.860918,-82.26253299999999
6381,Self-Service,Asheville,NC,28801,35.598358000000005,-82.552375
6382,Self-Service,Jacksonville,FL,32256,30.24855,-81.58879499999999
6383,Self-Service,Eustis,FL,32726,28.855408,-81.684354
6384,Authorized Ship Center,Fruit Cove,FL,32259,30.114068,-81.589247
6385,Self-Service,Greenville,SC,29615,34.862624,-82.27414300000001
6386,Self-Service,Asheville,NC,28801,35.598423,-82.54804399999999
6387,Self-Service,Jacksonville,FL,32256,30.245113,-81.588394
6388,Authorized Ship Center,Orange City,FL,32763,28.948582000000002,-81.297668
6389,Self-Service,Greenville,SC,29615,34.861461,-82.274979
6390,Self-Service,Jacksonville,FL,32218,30.486742,-81.67961700000001
6391,Self-Service,Asheville,NC,28801,35.595006,-82.557525
6392,Self-Service,Orange City,FL,32763,28.93705,-81.29616800000001
6393,Self-Service,Jacksonville,FL,32216,30.24612,-81.597985
6394,Authorized Ship Center,Greer,SC,29650,34.893499,-82.28994499999999
6395,Authorized Ship Center,Jacksonville,FL,32218,30.430224,-81.644986
6396,Authorized Ship Center,Mount Dora,FL,32757,28.824,-81.64228100000001
6397,Self-Service,Asheville,NC,28801,35.595895,-82.554891
6398,Self-Service,Jacksonville,FL,32256,30.238684999999997,-81.593857
6399,Authorized Ship Center,Simpsonville,SC,29681,34.805415,-82.22921600000001
6400,Authorized Ship Center,Eustis,FL,32726,28.829214,-81.68672
6401,Staffed,Jacksonville,FL,32218,30.486742,-81.67961700000001
6402,Self-Service,Asheville,NC,28801,35.594825,-82.552536
6403,Self-Service,Jacksonville,FL,32256,30.241097999999997,-81.592754
6404,Authorized Ship Center,Simpsonville,SC,29681,34.808525,-82.23599
6405,Self-Service,Eustis,FL,32726,28.827896000000003,-81.685447
6406,Self-Service,Asheville,NC,28801,35.595901,-82.550827
6407,Self-Service,Greenville,SC,29607,34.820164,-82.26193
6408,Self-Service,Mount Dora,FL,32757,28.800643,-81.594303
6409,Self-Service,Asheville,NC,28801,35.592008,-82.55883100000001
6410,Self-Service,Jacksonville,FL,32218,30.448541,-81.666039
6411,Staffed,Greenville,SC,29607,34.785977,-82.35174
6412,Self-Service,Jacksonville,FL,32256,30.232236999999998,-81.587909
6413,Self-Service,Mount Dora,FL,32757,28.802660999999997,-81.6448
6414,Self-Service,Asheville,NC,28801,35.593878000000004,-82.55327
6415,Self-Service,Simpsonville,SC,29681,34.747446999999994,-82.26090699999999
6416,Self-Service,Jacksonville,FL,32256,30.239978000000004,-81.587959
6417,Self-Service,Jacksonville,FL,32208,30.371474,-81.663983
6418,Self-Service,Mount Dora,FL,32757,28.799228999999997,-81.645787
6419,Self-Service,Asheville,NC,28801,35.593089,-82.55519100000001
6420,Self-Service,Mauldin,SC,29662,34.785956,-82.29311
6421,Self-Service,Jacksonville,FL,32256,30.23568,-81.585996
6422,Self-Service,Jacksonville,FL,32204,30.308556,-81.689289
6423,Self-Service,Jacksonville,FL,32217,30.255218,-81.626263
6424,Self-Service,Asheville,NC,28801,35.595029,-82.55188000000001
6425,Self-Service,Mauldin,SC,29662,34.787321999999996,-82.290628
6426,Self-Service,Jacksonville,FL,32256,30.239399,-81.587581
6427,Self-Service,Jacksonville,FL,32204,30.338627000000002,-81.671164
6428,Self-Service,Jacksonville,FL,32257,30.190341999999998,-81.626924
6429,Self-Service,Asheville,NC,28801,35.594874,-82.55154399999999
6430,Self-Service,Mauldin,SC,29662,34.785623,-82.312883
6431,Authorized Ship Center,Jacksonville,FL,32257,30.172946999999997,-81.603441
6432,Self-Service,Jacksonville,FL,32218,30.410663,-81.650456
6433,Self-Service,Jacksonville,FL,32257,30.205940999999996,-81.601024
6434,Self-Service,Asheville,NC,28801,35.594953000000004,-82.551445
6435,Self-Service,Greenville,SC,29607,34.809025,-82.278017
6436,Self-Service,Jacksonville,FL,32218,30.429965999999997,-81.64828299999999
6437,Self-Service,Jacksonville,FL,32257,30.206012,-81.593853
6438,Self-Service,Asheville,NC,28801,35.597553000000005,-82.546029
6439,Self-Service,Greenville,SC,29607,34.803602000000005,-82.28458499999999
6440,Self-Service,Jacksonville,FL,32216,30.2508,-81.605147
6441,Self-Service,Jacksonville,FL,32256,30.161387,-81.52673100000001
6442,Self-Service,Jacksonville,FL,32257,30.206063,-81.58025699999999
6443,Authorized Ship Center,Greenville,SC,29607,34.819491,-82.271052
6444,Self-Service,Asheville,NC,28801,35.591515,-82.555004
6445,Self-Service,Jacksonville,FL,32256,30.166311999999998,-81.533274
6446,Self-Service,Jacksonville,FL,32216,30.246977,-81.602828
6447,Self-Service,Jacksonville,FL,32256,30.199961,-81.572374
6448,Self-Service,Greenville,SC,29607,34.818951,-82.286369
6449,Staffed,Asheville,NC,28803,35.570028,-82.544336
6450,Self-Service,Neptune Beach,FL,32266,30.317915999999997,-81.397435
6451,Self-Service,Greenville,SC,29605,34.757845,-82.38436300000001
6452,Self-Service,Jacksonville,FL,32256,30.193710999999997,-81.567374
6453,Self-Service,Jacksonville,FL,32217,30.219633,-81.616628
6454,Self-Service,Jacksonville,FL,32258,30.161103000000004,-81.538527
6455,Self-Service,Jacksonville,FL,32224,30.281111,-81.520022
6456,Self-Service,Asheville,NC,28803,35.533993,-82.526698
6457,Staffed,Jacksonville,FL,32216,30.260471999999996,-81.597088
6458,Authorized Ship Center,Greenville,SC,29607,34.823391,-82.290573
6459,Authorized Ship Center,Arden,NC,28704,35.484773,-82.52587
6460,Self-Service,Jacksonville,FL,32258,30.135032,-81.522949
6461,Self-Service,Jacksonville,FL,32246,30.281259999999996,-81.526737
6462,Self-Service,Jacksonville,FL,32216,30.255414000000002,-81.58319
6463,Self-Service,Greenville,SC,29615,34.844751,-82.268992
6464,Self-Service,Arden,NC,28704,35.457387,-82.537468
6465,Authorized Ship Center,Jacksonville,FL,32225,30.31986,-81.462597
6466,Self-Service,Jacksonville,FL,32204,30.312751000000002,-81.68220600000001
6467,Self-Service,Greenville,SC,29601,34.850491999999996,-82.399041
6468,Self-Service,Jacksonville,FL,32216,30.255214000000002,-81.588959
6469,Self-Service,Jacksonville,FL,32209,30.346856,-81.66465
6470,Self-Service,Arden,NC,28704,35.461268,-82.514394
6471,Authorized Ship Center,Jacksonville,FL,32224,30.319428000000002,-81.449969
6472,Self-Service,Jacksonville,FL,32216,30.254337,-81.590322
6473,Authorized Ship Center,Greenville,SC,29609,34.889913,-82.400666
6474,Self-Service,Jacksonville,FL,32216,30.253313000000002,-81.584115
6475,Self-Service,Fletcher,NC,28732,35.436840000000004,-82.535394
6476,Self-Service,Jacksonville,FL,32256,30.247815000000003,-81.534173
6477,Self-Service,Jacksonville,FL,32209,30.346489000000002,-81.663112
6478,Self-Service,Greenville,SC,29601,34.849503000000006,-82.399576
6479,Self-Service,Jacksonville,FL,32216,30.259489000000002,-81.601567
6480,Self-Service,Arden,NC,28704,35.463183,-82.514652
6481,Self-Service,Jacksonville,FL,32256,30.247808000000003,-81.534486
6482,Self-Service,Jacksonville,FL,32218,30.481515,-81.647545
6483,Self-Service,Jacksonville,FL,32246,30.264356,-81.549998
6484,Self-Service,Arden,NC,28704,35.465486,-82.51475500000001
6485,Self-Service,Greenville,SC,29601,34.852834,-82.397965
6486,Self-Service,Kingsland,GA,31548,30.795427,-81.67918
6487,Authorized Ship Center,Asheville,NC,28803,35.488391,-82.51879
6488,Self-Service,Jacksonville,FL,32246,30.252523999999998,-81.537475
6489,Self-Service,Jacksonville,FL,32246,30.264356,-81.549998
6490,Self-Service,Greenville,SC,29601,34.848894,-82.397115
6491,Self-Service,Kingsland,GA,31548,30.793819,-81.66784799999999
6492,Self-Service,Jacksonville,FL,32246,30.257807,-81.54355799999999
6493,Self-Service,Jacksonville,FL,32246,30.264393,-81.549943
6494,Self-Service,Greenville,SC,29601,34.847068,-82.398659
6495,Self-Service,Asheville,NC,28803,35.488653,-82.518825
6496,Authorized Ship Center,Kingsland,GA,31548,30.798514,-81.67657
6497,Self-Service,Jacksonville,FL,32216,30.252007,-81.589739
6498,Self-Service,Jacksonville,FL,32256,30.247429999999998,-81.535746
6499,Self-Service,Greenville,SC,29601,34.854087,-82.397511
6500,Self-Service,Asheville,NC,28803,35.515928,-82.527692
6501,Self-Service,St Marys,GA,31558,30.768797999999997,-81.57816700000001
6502,Self-Service,Jacksonville,FL,32256,30.247605,-81.539261
6503,Staffed,Jacksonville,FL,32202,30.327682,-81.660718
6504,Self-Service,Greenville,SC,29601,34.853722999999995,-82.39654
6505,Self-Service,Asheville,NC,28803,35.497786,-82.52145
6506,Self-Service,Jacksonville,FL,32202,30.325063,-81.65271800000001
6507,Self-Service,St Marys,GA,31558,30.74835,-81.568077
6508,Self-Service,Greenville,SC,29601,34.854945,-82.399856
6509,Self-Service,Asheville,NC,28803,35.514449,-82.525474
6510,Authorized Ship Center,Jacksonville,FL,32202,30.325444,-81.659316
6511,Self-Service,Kingsland,GA,31548,30.826090999999998,-81.670034
6512,Self-Service,Jacksonville,FL,32256,30.247495,-81.541108
6513,Self-Service,Greenville,SC,29601,34.84667,-82.397576
6514,Self-Service,Asheville,NC,28803,35.544411,-82.53335200000001
6515,Self-Service,St Marys,GA,31558,30.742092,-81.552787
6516,Self-Service,Jacksonville,FL,32202,30.325642,-81.655118
6517,Self-Service,Jacksonville,FL,32256,30.244932000000002,-81.543953
6518,Self-Service,Asheville,NC,28803,35.555464,-82.538728
6519,Self-Service,Kingsland,GA,31548,30.760359,-81.645162
6520,Self-Service,Jacksonville,FL,32256,30.246986,-81.548331
6521,Self-Service,Greenville,SC,29601,34.845391,-82.401848
6522,Self-Service,Jacksonville,FL,32207,30.317583000000003,-81.65469399999999
6523,Self-Service,Ocala,FL,34482,29.266968,-82.191487
6524,Self-Service,Horse Shoe,NC,28742,35.377306,-82.545337
6525,Authorized Ship Center,Jacksonville,FL,32226,30.422728000000003,-81.564486
6526,Self-Service,Jacksonville,FL,32256,30.23909,-81.544161
6527,Self-Service,Greenville,SC,29601,34.851814000000005,-82.390552
6528,Self-Service,Jacksonville,FL,32202,30.325444,-81.659316
6529,Self-Service,Asheville,NC,28803,35.567035,-82.54446999999999
6530,Self-Service,Ocala,FL,34471,29.185108000000003,-82.135148
6531,Authorized Ship Center,St Marys,GA,31558,30.768797999999997,-81.57816700000001
6532,Self-Service,Jacksonville,FL,32224,30.284639000000002,-81.51201999999999
6533,Self-Service,Greenville,SC,29601,34.842169,-82.396976
6534,Self-Service,Asheville,NC,28801,35.576295,-82.55091800000001
6535,Self-Service,Jacksonville,FL,32207,30.318563,-81.65705600000001
6536,Self-Service,Ocala,FL,34474,29.183249,-82.137918
6537,Self-Service,Jacksonville,FL,32207,30.318503000000003,-81.65705600000001
6538,Self-Service,St Augustine,FL,32086,29.749415999999997,-81.34315500000001
6539,Self-Service,Greenville,SC,29605,34.828327,-82.40066
6540,Self-Service,Jacksonville,FL,32202,30.326144,-81.657753
6541,Self-Service,Ocala,FL,34471,29.180792999999998,-82.102958
6542,Self-Service,Jacksonville,FL,32233,30.331887,-81.416366
6543,Authorized Ship Center,Asheville,NC,28803,35.566632,-82.509139
6544,Self-Service,Atlantic Beach,FL,32233,30.328678999999998,-81.417626
6545,Authorized Ship Center,St Augustine,FL,32086,29.812309000000003,-81.322464
6546,Self-Service,Greenville,SC,29609,34.86605,-82.381001
6547,Self-Service,Jacksonville,FL,32207,30.318512,-81.657987
6548,Self-Service,Asheville,NC,28801,35.579927000000005,-82.55036
6549,Self-Service,Greenville,SC,29607,34.841575,-82.366858
6550,Self-Service,St Augustine,FL,32086,29.808221000000003,-81.321777
6551,Self-Service,Ocala,FL,34474,29.179082,-82.141838
6552,Self-Service,Jacksonville,FL,32202,30.325812,-81.65972099999999
6553,Self-Service,Neptune Beach,FL,32266,30.322565,-81.397825
6554,Self-Service,Johnson City,TN,37604,36.334348999999996,-82.40345699999999
6555,Self-Service,Greenville,SC,29609,34.87997,-82.38898
6556,Self-Service,St Augustine,FL,32086,29.846721999999996,-81.322448
6557,Self-Service,Jacksonville,FL,32202,30.326959000000002,-81.659377
6558,Self-Service,Johnson City,TN,37604,36.334882,-82.386739
6559,Self-Service,Atlantic Beach,FL,32233,30.324718,-81.396101
6560,Self-Service,Greenville,SC,29607,34.854924,-82.363578
6561,Authorized Ship Center,St Augustine,FL,32086,29.852134999999997,-81.322829
6562,Self-Service,Jacksonville,FL,32207,30.31812,-81.660472
6563,Self-Service,Johnson City,TN,37601,36.341599,-82.375436
6564,Self-Service,Greenville,SC,29607,34.842653999999996,-82.361148
6565,Self-Service,Ponte Vedra,FL,32082,30.214056,-81.379447
6566,Self-Service,Jacksonville,FL,32202,30.327578999999997,-81.66054100000001
6567,Self-Service,St Augustine,FL,32092,29.922078999999997,-81.417425
6568,Staffed,Jacksonville,FL,32256,30.218502,-81.55389699999999
6569,Self-Service,Johnson City,TN,37604,36.342519,-82.377337
6570,Self-Service,Greenville,SC,29607,34.855385999999996,-82.356928
6571,Self-Service,Jacksonville,FL,32202,30.328388,-81.660129
6572,Self-Service,St Augustine,FL,32084,29.868710999999998,-81.33148800000001
6573,Self-Service,Jacksonville,FL,32256,30.183152000000003,-81.549717
6574,Self-Service,Greenville,SC,29607,34.856227000000004,-82.3553
6575,Self-Service,Ocala,FL,34471,29.169844,-82.100723
6576,Self-Service,Johnson City,TN,37601,36.347507,-82.37390699999999
6577,Authorized Ship Center,Johnson City,TN,37601,36.3541,-82.36904799999999
6578,Self-Service,Jacksonville,FL,32256,30.188167,-81.55125699999999
6579,Self-Service,Jacksonville,FL,32202,30.328490999999996,-81.660167
6580,Self-Service,St Augustine,FL,32086,29.861089,-81.32305600000001
6581,Self-Service,Greenville,SC,29609,34.889061,-82.384039
6582,Self-Service,Asheville,NC,28804,35.632261,-82.554736
6583,Authorized Ship Center,Ocala,FL,34471,29.171709000000003,-82.13395799999999
6584,Self-Service,Jacksonville,FL,32256,30.176941999999997,-81.549059
6585,Self-Service,Jacksonville,FL,32202,30.325454999999998,-81.661458
6586,Self-Service,St Augustine,FL,32086,29.862331,-81.326849
6587,Self-Service,Jacksonville,FL,32202,30.32715,-81.661936
6588,Self-Service,Greenville,SC,29615,34.864146000000005,-82.30755
6589,Self-Service,Asheville,NC,28805,35.587525,-82.488709
6590,Self-Service,St Augustine,FL,32084,29.924937,-81.41354799999999
6591,Self-Service,Jacksonville,FL,32256,30.185752,-81.55159300000001
6592,Self-Service,Jacksonville,FL,32256,30.194840000000003,-81.552203
6593,Self-Service,Jacksonville,FL,32207,30.312689000000002,-81.66050200000001
6594,Self-Service,St Augustine,FL,32084,29.865681,-81.323154
6595,Self-Service,Ocala,FL,34482,29.186605,-82.20467099999999
6596,Self-Service,Greenville,SC,29615,34.86285,-82.34175
6597,Self-Service,Asheville,NC,28805,35.587334000000006,-82.48744
6598,Authorized Ship Center,Waycross,GA,31501,31.211178000000004,-82.356962
6599,Self-Service,Greenville,SC,29611,34.80285,-82.42953
6600,Self-Service,St Augustine,FL,32084,29.892752,-81.320897
6601,Self-Service,Jacksonville,FL,32216,30.270865999999998,-81.595157
6602,Self-Service,Jacksonville,FL,32207,30.316239000000003,-81.663538
6603,Self-Service,Ocala,FL,34474,29.171678000000004,-82.157703
6604,Self-Service,Asheville,NC,28805,35.594707,-82.532211
6605,Self-Service,Waycross,GA,31501,31.216686,-82.34986500000001
6606,Self-Service,Waycross,GA,31501,31.213538,-82.354538
6607,Authorized Ship Center,Greenville,SC,29611,34.815334,-82.441565
6608,Self-Service,Jacksonville,FL,32216,30.270865999999998,-81.595157
6609,Self-Service,Waycross,GA,31501,31.209668,-82.35900600000001
6610,Self-Service,Jacksonville,FL,32216,30.270865999999998,-81.595157
6611,Self-Service,St Augustine,FL,32084,29.891724,-81.316324
6612,Self-Service,Greenville,SC,29601,34.839858,-82.396641
6613,Authorized Ship Center,Waycross,GA,31501,31.209272,-82.33204
6614,Self-Service,Jacksonville,FL,32207,30.304683,-81.65299399999999
6615,Self-Service,St Augustine,FL,32084,29.897315999999996,-81.319422
6616,Self-Service,Greenville,SC,29611,34.779546,-82.458463
6617,Self-Service,Jacksonville,FL,32202,30.338603999999997,-81.65973100000001
6618,Self-Service,Waycross,GA,31501,31.202383,-82.33095300000001
6619,Self-Service,Jacksonville,FL,32216,30.270865999999998,-81.595157
6620,Self-Service,Ocala,FL,34474,29.171488,-82.155674
6621,Self-Service,Waycross,GA,31501,31.198871,-82.325022
6622,Self-Service,Jacksonville,FL,32256,30.200416999999998,-81.55165699999999
6623,Self-Service,Hendersonville,NC,28739,35.317089,-82.464805
6624,Self-Service,St Augustine,FL,32084,29.89275,-81.312201
6625,Self-Service,Greenville,SC,29601,34.851662,-82.39858100000001
6626,Self-Service,Jacksonville,FL,32207,30.306324,-81.627121
6627,Self-Service,Ocala,FL,34471,29.171553000000003,-82.106583
6628,Self-Service,Waycross,GA,31503,31.186027000000003,-82.313373
6629,Self-Service,Greenville,SC,29607,34.852595,-82.381948
6630,Self-Service,Hendersonville,NC,28739,35.31564,-82.46154399999999
6631,Self-Service,St Augustine,FL,32084,29.904543,-81.332414
6632,Self-Service,Jacksonville,FL,32256,30.204618,-81.559715
6633,Self-Service,Jacksonville,FL,32202,30.330714,-81.667505
6634,Authorized Ship Center,Blackshear,GA,31516,31.302896,-82.247442
6635,Self-Service,Ocala,FL,34471,29.158852000000003,-82.088297
6636,Self-Service,Jacksonville,FL,32202,30.322215000000003,-81.67254
6637,Authorized Ship Center,Alma,GA,31510,31.531609999999997,-82.463686
6638,Self-Service,Hawthorne,FL,32640,29.549343,-82.099011
6639,Self-Service,Jacksonville,FL,32204,30.314258000000002,-81.67768000000001
6640,Self-Service,Greenville,SC,29601,34.85222,-82.388423
6641,Authorized Ship Center,St Augustine,FL,32080,29.891396000000004,-81.299219
6642,Self-Service,Hendersonville,NC,28792,35.317254999999996,-82.46166
6643,Authorized Ship Center,Jacksonville,FL,32256,30.218502,-81.55389699999999
6644,Self-Service,Ocala,FL,34482,29.267008,-82.197804
6645,Self-Service,Greenville,SC,29615,34.858261,-82.327738
6646,Self-Service,Hendersonville,NC,28791,35.331266,-82.469235
6647,Authorized Ship Center,Johnston,SC,29832,33.833344,-81.802091
6648,Self-Service,Jacksonville,FL,32206,30.355572,-81.625313
6649,Self-Service,St Augustine,FL,32084,29.939998,-81.33635699999999
6650,Self-Service,Greenville,SC,29615,34.847254,-82.3213
6651,Self-Service,St Augustine,FL,32092,29.98527,-81.468273
6652,Self-Service,Greenville,SC,29615,34.836979,-82.302433
6653,Self-Service,Ocala,FL,34471,29.155456,-82.11945899999999
6654,Self-Service,Jacksonville,FL,32256,30.220769,-81.56221500000001
6655,Self-Service,St Augustine,FL,32095,29.991701000000003,-81.37193
6656,Self-Service,Jacksonville,FL,32202,30.327407,-81.655029
6657,Authorized Ship Center,Greenville,SC,29615,34.865281,-82.34611
6658,Self-Service,Hendersonville,NC,28792,35.312348,-82.458003
6659,Self-Service,Edgefield,SC,29824,33.788664000000004,-81.92600300000001
6660,Self-Service,Greenville,SC,29615,34.835252000000004,-82.29990600000001
6661,Self-Service,Jacksonville,FL,32257,30.210252,-81.583546
6662,Self-Service,Greenville,SC,29615,34.851224,-82.31734200000001
6663,Self-Service,Ocala,FL,34471,29.165211,-82.13590500000001
6664,Self-Service,Hendersonville,NC,28792,35.313958,-82.45964599999999
6665,Self-Service,Jacksonville,FL,32207,30.289792,-81.635144
6666,Self-Service,Jacksonville,FL,32256,30.223333,-81.587076
6667,Self-Service,Aiken,SC,29801,33.579664,-81.707203
6668,Self-Service,Greenville,SC,29607,34.823391,-82.290573
6669,Self-Service,St Augustine,FL,32095,30.065059,-81.498086
6670,Authorized Ship Center,Lady Lake,FL,32159,28.940305,-81.946686
6671,Authorized Ship Center,Jacksonville,FL,32217,30.260846,-81.644386
6672,Self-Service,Jacksonville,FL,32256,30.220671000000003,-81.583578
6673,Self-Service,Greenville,SC,29607,34.832315,-82.316932
6674,Self-Service,Aiken,SC,29801,33.5773,-81.70281700000001
6675,Self-Service,Palatka,FL,32177,29.646883000000003,-81.63249499999999
6676,Authorized Ship Center,Hendersonville,NC,28792,35.305881,-82.447726
6677,Self-Service,Jacksonville,FL,32207,30.28704,-81.63327199999999
6678,Self-Service,The Villages,FL,32159,28.932051,-81.948675
6679,Self-Service,Aiken,SC,29801,33.565922,-81.72059499999999
6680,Self-Service,Greenville,SC,29607,34.817059,-82.297593
6681,Self-Service,St Augustine,FL,32095,30.02625,-81.385712
6682,Self-Service,Hendersonville,NC,28792,35.31858,-82.460697
6683,Authorized Ship Center,Jacksonville,FL,32256,30.220671000000003,-81.583578
6684,Self-Service,Jacksonville,FL,32207,30.301389,-81.625812
6685,Self-Service,Aiken,SC,29801,33.562968,-81.720156
6686,Self-Service,Greenville,SC,29615,34.878263000000004,-82.33003599999999
6687,Authorized Ship Center,Palatka,FL,32177,29.649836999999998,-81.645607
6688,Self-Service,Jacksonville,FL,32207,30.300779,-81.624505
6689,Self-Service,Hendersonville,NC,28792,35.319075,-82.458003
6690,Self-Service,Summerfield,FL,34491,28.963822999999998,-81.980144
6691,Self-Service,Jacksonville,FL,32256,30.228337,-81.585363
6692,Self-Service,Greenville,SC,29609,34.861934999999995,-82.398853
6693,Self-Service,Aiken,SC,29801,33.576989000000005,-81.720402
6694,Self-Service,Jacksonville,FL,32207,30.297691999999998,-81.617804
6695,Self-Service,Marietta,SC,29661,35.028134,-82.50044
6696,Self-Service,Summerfield,FL,34491,28.972671999999996,-81.9783
6697,Self-Service,Greenville,SC,29617,34.885540999999996,-82.456593
6698,Self-Service,Fernandina Beach,FL,32034,30.628819,-81.453536
6699,Authorized Ship Center,Aiken,SC,29801,33.56038,-81.725462
6700,Self-Service,Jacksonville,FL,32256,30.22898,-81.582817
6701,Self-Service,The Villages,FL,32162,28.959149,-82.007203
6702,Staffed,Greenville,SC,29607,34.850497,-82.33913299999999
6703,Self-Service,Greenville,SC,29607,34.854544,-82.341603
6704,Self-Service,Jacksonville,FL,32207,30.303031,-81.618785
6705,Authorized Ship Center,The Villages,FL,32162,28.928653000000004,-82.009398
6706,Self-Service,Jacksonville,FL,32256,30.230408,-81.583635
6707,Self-Service,Aiken,SC,29801,33.577034999999995,-81.765624
6708,Authorized Ship Center,Fernandina Beach,FL,32034,30.639571000000004,-81.45599200000001
6709,Self-Service,Greenville,SC,29601,34.838993,-82.420546
6710,Self-Service,Travelers Rest,SC,29690,34.963755,-82.42958399999999
6711,Self-Service,Jacksonville,FL,32207,30.309494,-81.61453
6712,Self-Service,Leesburg,FL,34748,28.758108,-81.879254
6713,Self-Service,Aiken,SC,29803,33.525507,-81.710278
6714,Self-Service,Greenville,SC,29615,34.843104,-82.311885
6715,Self-Service,Jacksonville,FL,32256,30.215919,-81.571168
6716,Self-Service,Fernandina Beach,FL,32034,30.639867,-81.44980600000001
6717,Self-Service,Jacksonville,FL,32207,30.267694,-81.625631
6718,Self-Service,Greenville,SC,29611,34.881879999999995,-82.468661
6719,Self-Service,Leesburg,FL,34748,28.822073,-81.88618699999999
6720,Self-Service,Graniteville,SC,29829,33.621438,-81.849272
6721,Staffed,Lake Mary,FL,32746,28.756214,-81.368284
6722,Self-Service,Greenville,SC,29615,34.881713,-82.359276
6723,Self-Service,Wellford,SC,29385,34.945676,-82.081162
6724,Self-Service,Jacksonville,FL,32216,30.295119,-81.601791
6725,Authorized Ship Center,Leesburg,FL,34748,28.818953999999998,-81.887547
6726,Self-Service,Aiken,SC,29803,33.520315000000004,-81.747567
6727,Self-Service,Spartanburg,SC,29301,34.94347,-81.993313
6728,Self-Service,Aiken,SC,29803,33.520763,-81.72157
6729,Self-Service,Fernandina Beach,FL,32034,30.671133,-81.462024
6730,Self-Service,Aiken,SC,29803,33.532517999999996,-81.751873
6731,Self-Service,Spartanburg,SC,29306,34.951595000000005,-81.934524
6732,Self-Service,Amelia Island,FL,32034,30.574652,-81.45402800000001
6733,Authorized Ship Center,Aiken,SC,29803,33.513135,-81.713975
6734,Self-Service,Spartanburg,SC,29306,34.950808,-81.933947
6735,Self-Service,Greenville,SC,29607,34.826183,-82.344832
6736,Self-Service,Aiken,SC,29803,33.513218,-81.733428
6737,Self-Service,Debary,FL,32713,28.890240000000002,-81.310254
6738,Self-Service,Yulee,FL,32097,30.630035999999997,-81.600346
6739,Self-Service,Jacksonville,FL,32216,30.278338,-81.602779
6740,Self-Service,Leesburg,FL,34748,28.817507,-81.87638299999999
6741,Self-Service,Aiken,SC,29803,33.502479,-81.743868
6742,Self-Service,Jacksonville,FL,32217,30.262272999999997,-81.624534
6743,Self-Service,Wildwood,FL,34785,28.861828999999997,-82.019918
6744,Self-Service,Spartanburg,SC,29306,34.950234,-81.931916
6745,Self-Service,Greenville,SC,29607,34.814389,-82.368078
6746,Authorized Ship Center,Longwood,FL,32779,28.707441999999997,-81.443401
6747,Self-Service,Jacksonville,FL,32226,30.409507,-81.528072
6748,Self-Service,Aiken,SC,29803,33.490906,-81.754203
6749,Authorized Ship Center,Piedmont,SC,29673,34.730346999999995,-82.47236099999999
6750,Self-Service,North Augusta,SC,29860,33.568149,-81.937568
6751,Self-Service,Jacksonville,FL,32228,30.387477,-81.412036
6752,Self-Service,Jacksonville,FL,32216,30.264978000000003,-81.614401
